vehicle_class,engine_size,cylinders,fuel_type,fuel_cons_city,fuel_cons_hwy,fuel_cons_comb,fuel_cons_comb_mpg,co2
COMPACT,3.6,6,Regular gasoline,12.5,8.1,10.5,27.0,242.0
SUV - SMALL,2.4,4,Regular gasoline,11.5,8.3,10.1,28.0,237.0
COMPACT,2.0,4,Premium gasoline,10.0,7.0,8.7,32.0,204.0
SUBCOMPACT,3.0,6,Premium gasoline,14.5,10.5,12.7,22.0,299.0
MINIVAN,2.5,4,Regular gasoline,10.8,8.4,9.7,29.0,223.0
MID-SIZE,3.6,6,Regular gasoline,15.2,9.5,12.7,22.0,213.0
MID-SIZE,4.0,8,Premium gasoline,16.2,9.9,13.4,21.0,312.0
COMPACT,1.6,4,Diesel,7.7,4.5,6.3,45.0,169.0
STATION WAGON - SMALL,1.6,4,Regular gasoline,5.1,5.8,5.4,52.0,129.0
SUV - SMALL,2.5,4,Regular gasoline,10.0,7.6,8.9,32.0,208.0
MINICOMPACT,2.0,4,Premium gasoline,10.2,7.4,9.0,31.0,210.0
TWO-SEATER,2.0,4,Premium gasoline,10.5,8.5,9.6,29.0,221.0
SUBCOMPACT,6.2,8,Premium gasoline,14.6,8.9,12.1,23.0,282.0
FULL-SIZE,6.2,8,Premium gasoline,18.0,10.7,14.7,19.0,338.0
MID-SIZE,2.509952071746133,5,Diesel,28.14146695640906,17.080183858403455,4.225515226989278,26.120348921518442,104.4950695889691
SUBCOMPACT,6.2,8,Premium gasoline,17.9,12.3,15.4,18.0,354.0
PICKUP TRUCK - SMALL,2.7,4,Regular gasoline,13.1,10.5,11.9,24.0,274.0
MID-SIZE,3.0,6,Premium gasoline,15.0,10.0,12.6,22.0,295.0
SPECIAL PURPOSE VEHICLE,2.5,4,Regular gasoline,12.4,8.8,10.8,26.0,253.0
STATION WAGON - SMALL,1.5,4,Regular gasoline,8.3,6.5,7.5,38.0,172.0
STATION WAGON - SMALL,1.8,4,Regular gasoline,9.1,7.7,8.5,33.0,199.0
FULL-SIZE,2.0,4,Premium gasoline,10.2,7.2,8.9,32.0,208.0
MID-SIZE,3.6,6,Regular gasoline,12.5,8.8,10.9,26.0,255.0
SUV - SMALL,2.1,4,Diesel,9.6,7.1,8.5,33.0,230.0
MINICOMPACT,1.6,4,Premium gasoline,8.4,6.4,7.5,38.0,172.0
MID-SIZE,2.0,4,Regular gasoline,8.0,5.9,7.0,40.0,165.0
COMPACT,2.0,4,Premium gasoline,10.0,7.0,8.7,32.0,203.0
COMPACT,3.0,6,Premium gasoline,12.1,8.4,10.5,27.0,246.0
STATION WAGON - SMALL,1.4,4,Regular gasoline,10.7,7.9,9.4,30.0,221.0
SUV - SMALL,2.4,4,Regular gasoline,12.0,9.1,10.7,26.0,253.0
FULL-SIZE,2.0,4,Regular gasoline,9.5,7.2,8.5,33.0,199.0
COMPACT,2.0,4,Regular gasoline,8.7,6.9,7.9,36.0,183.0
FULL-SIZE,3.6,6,Regular gasoline,13.6,8.6,11.4,25.0,262.0
SUV - SMALL,2.0,4,Premium gasoline,11.1,8.5,10.0,28.0,233.0
SUV - STANDARD,4.7,8,Premium gasoline,17.8,13.2,15.7,18.0,370.0
COMPACT,2.0,4,Premium gasoline,10.4,7.4,9.1,31.0,213.0
MID-SIZE,2.5,4,Regular gasoline,9.7,6.9,8.4,34.0,193.0
MID-SIZE,4.4,8,Premium gasoline,16.1,10.8,13.7,21.0,315.0
SUV - STANDARD,2.5,4,Regular gasoline,8.9,8.4,8.7,32.0,204.0
COMPACT,2.5,5,Regular gasoline,11.2,7.7,9.6,29.0,221.0
COMPACT,1.2,3,Regular gasoline,6.4,5.3,5.9,48.0,136.0
FULL-SIZE,5.0,8,Premium gasoline,15.8,10.2,13.3,21.0,306.0
MINICOMPACT,1.6,4,Premium gasoline,8.7,6.6,7.8,36.0,179.0
FULL-SIZE,3.0,6,Regular gasoline,14.5,9.8,12.3,23.0,289.0
SUBCOMPACT,6.2,8,Premium gasoline,17.2,12.0,14.8,19.0,349.0
TWO-SEATER,2.0,4,Premium gasoline,11.7,8.5,10.2,28.0,235.0
MID-SIZE,3.5,6,Premium gasoline,8.4,7.1,7.8,36.0,184.0
COMPACT,2.0,4,Premium gasoline,10.7,7.0,9.0,31.0,211.0
FULL-SIZE,4.4,8,Premium gasoline,13.3,9.2,11.5,25.0,269.0
SUV - STANDARD,3.0,6,Regular gasoline,13.3,9.8,11.8,24.0,278.0
TWO-SEATER,2.7,6,Premium gasoline,10.7,7.4,9.2,31.0,217.0
TWO-SEATER,5.2,10,Premium gasoline,16.8,11.4,14.4,20.0,336.0
FULL-SIZE,3.0,6,Premium gasoline,12.0,7.9,10.2,28.0,238.0
FULL-SIZE,3.0,6,Premium gasoline,11.9,7.8,10.0,28.0,230.0
SUV - SMALL,3.6,6,Regular gasoline,12.9,10.7,11.9,24.0,280.0
SUV - SMALL,2.0,4,Premium gasoline,10.3,8.1,9.3,30.0,216.0
TWO-SEATER,1.8,4,Premium gasoline,9.7,6.9,8.4,34.0,193.0
SUV - STANDARD,3.5,6,Regular gasoline,14.9,10.7,13.0,22.0,299.0
SUBCOMPACT,2.0,4,Premium gasoline,11.3,8.1,9.9,29.0,231.0
TWO-SEATER,1.6,4,Premium gasoline,9.1,6.7,8.0,35.0,184.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,14.7,11.2,13.1,22.0,308.0
TWO-SEATER,6.0,12,Premium gasoline,16.7,11.2,14.2,20.0,327.0
COMPACT,3.0,6,Premium gasoline,14.0,9.7,12.1,23.0,284.0
SUBCOMPACT,3.8,6,Premium gasoline,14.4,9.9,12.4,23.0,285.0
STATION WAGON - SMALL,3.7,6,Premium gasoline,13.7,9.7,11.9,24.0,274.0
MID-SIZE,1.4,4,Regular gasoline,8.9,6.9,8.0,35.0,184.0
MID-SIZE,2.5,4,Regular gasoline,9.3,6.7,8.1,35.0,190.0
PICKUP TRUCK - SMALL,2.5,4,Regular gasoline,12.2,10.4,11.4,25.0,268.0
SUBCOMPACT,3.0,6,Premium gasoline,11.4,8.3,10.0,28.0,233.0
PICKUP TRUCK - SMALL,0.038174323844878344,7,Diesel,19.95366230667158,10.29573923885502,13.599398128569497,64.2495216696249,244.05333988597255
SUV - SMALL,2.4,4,Regular gasoline,9.5,7.5,8.6,33.0,198.0
SUV - STANDARD,5.6,8,Premium gasoline,17.4,12.1,15.0,19.0,345.0
SUBCOMPACT,2.0,4,Premium gasoline,10.0,7.0,8.7,32.0,204.0
MID-SIZE,2.5,4,Regular gasoline,9.0,6.5,7.9,36.0,182.0
SUV - STANDARD,3.5,6,Regular gasoline,8.6,8.4,8.5,33.0,198.0
SUV - SMALL,2.0,4,Regular gasoline,11.3,8.0,9.8,29.0,230.0
SUV - SMALL,3.7,6,Regular gasoline,14.3,10.6,12.7,22.0,292.0
SUV - SMALL,2.0,4,Premium gasoline,12.0,10.0,11.1,25.0,263.0
COMPACT,3.6,6,Premium gasoline,14.3,9.8,12.3,23.0,283.0
MID-SIZE,6.4,8,Premium gasoline,15.7,9.5,12.9,22.0,297.0
SUV - SMALL,2.0,4,Premium gasoline,12.0,8.5,10.4,27.0,244.0
MID-SIZE,3.6,6,Regular gasoline,12.2,8.5,10.5,27.0,247.0
FULL-SIZE,2.0,4,Regular gasoline,,4.6,5.0,56.0,117.0
PICKUP TRUCK - STANDARD,5.0,8,Ethanol (E85),20.3,14.0,17.5,16.0,290.0
MID-SIZE,2.5,5,Regular gasoline,11.4,7.8,9.8,29.0,225.0
COMPACT,5.5,8,Premium gasoline,15.1,10.8,13.1,22.0,301.0
FULL-SIZE,4.7,8,Premium gasoline,14.8,9.8,12.5,23.0,287.0
COMPACT,2.4,4,Premium gasoline,10.0,7.1,8.7,32.0,205.0
COMPACT,3.6,6,Regular gasoline,12.2,8.6,10.6,27.0,248.0
SUV - STANDARD,3.5,6,Regular gasoline,8.6,8.5,8.5,33.0,196.0
SUV - SMALL,2.0,4,Premium gasoline,10.9,8.2,9.7,29.0,227.0
MINICOMPACT,3.4,6,Premium gasoline,12.5,8.6,10.7,26.0,246.0
SUBCOMPACT,2.0,4,Premium gasoline,10.0,7.2,8.7,32.0,207.0
SUBCOMPACT,2.0,4,Premium gasoline,10.6,8.3,9.6,29.0,223.0
VAN - PASSENGER,5.3,8,Regular gasoline,18.3,14.2,16.5,17.0,380.0
VAN - PASSENGER,6.8,10,Regular gasoline,23.9,17.8,21.2,13.0,488.0
SUV - SMALL,1.6,4,Diesel,8.5,6.0,7.4,38.0,198.0
SUBCOMPACT,3.0,6,Premium gasoline,11.9,8.1,10.2,28.0,238.0
SUBCOMPACT,6.2,8,Premium gasoline,19.0,11.6,15.6,18.0,367.0
MID-SIZE,3.6,6,Regular gasoline,12.8,8.7,11.0,26.0,258.0
SUBCOMPACT,1.6,4,Regular gasoline,9.0,7.1,8.2,34.0,192.0
SUV - STANDARD,4.7,8,Premium gasoline,17.2,12.6,15.1,19.0,355.0
COMPACT,1.5,4,Regular gasoline,7.2,5.6,6.4,44.0,151.0
TWO-SEATER,3.0,6,Premium gasoline,15.3,9.9,12.9,22.0,302.0
SUV - SMALL,1.4,4,Regular gasoline,9.9,7.5,8.8,32.0,207.0
FULL-SIZE,2.4,4,Regular gasoline,10.0,7.2,8.7,32.0,207.0
PICKUP TRUCK - STANDARD,5.3,8,Regular gasoline,14.9,10.6,13.0,22.0,299.0
MID-SIZE,5.5,8,Premium gasoline,15.3,10.8,13.3,21.0,306.0
MID-SIZE,2.0,4,Premium gasoline,10.4,7.3,9.0,31.0,209.0
MINIVAN,2.5,4,Regular gasoline,10.8,8.3,9.7,29.0,226.0
COMPACT,3.0,6,Premium gasoline,11.4,7.3,9.6,29.0,221.0
MID-SIZE,1.8,4,Regular gasoline,7.9,6.1,7.1,40.0,166.0
MID-SIZE,2.0,4,Premium gasoline,11.0,7.7,9.5,30.0,221.0
SUV - STANDARD,5.3,8,Regular gasoline,15.3,10.9,13.3,21.0,312.0
MINIVAN,3.6,6,Regular gasoline,12.9,8.4,10.9,26.0,259.0
MINICOMPACT,2.0,4,Premium gasoline,9.4,7.1,8.3,34.0,194.0
STATION WAGON - MID-SIZE,3.5,6,Regular gasoline,11.0,8.2,9.8,29.0,225.0
MINICOMPACT,3.0,6,Premium gasoline,12.0,8.2,10.3,27.0,241.0
MID-SIZE,1.5,4,Regular gasoline,9.4,6.3,8.0,35.0,184.0
MID-SIZE,2.0,4,Regular gasoline,8.5,6.0,7.4,38.0,172.0
COMPACT,2.0,4,Premium gasoline,11.1,7.3,9.4,30.0,218.0
PICKUP TRUCK - STANDARD,5.3,8,Ethanol (E85),19.5,13.7,16.9,17.0,270.0
PICKUP TRUCK - STANDARD,3.380437511290071,15,Diesel,25.498997303561588,6.713932348145491,15.441626521926677,45.54487413172255,114.88077664415903
SUV - STANDARD,3.6,6,Regular gasoline,14.6,10.2,12.6,22.0,290.0
SUBCOMPACT,3.0,6,Premium gasoline,13.3,9.1,11.4,25.0,262.0
SUV - SMALL,2.4,4,Regular gasoline,11.3,8.8,10.1,28.0,238.0
COMPACT,2.0,4,Regular gasoline,9.1,6.4,7.9,36.0,185.0
PICKUP TRUCK - STANDARD,4.3,6,Regular gasoline,13.4,10.0,11.8,24.0,278.0
COMPACT,2.0,4,Premium gasoline,11.0,7.6,9.5,30.0,220.0
PICKUP TRUCK - SMALL,1.4071412526036648,7,Premium gasoline,12.909382534745806,4.707462624130019,5.359767718445442,28.684798563477653,514.2305062500056
COMPACT,2.5,4,Regular gasoline,10.6,7.3,9.1,31.0,214.0
SUV - SMALL,3.3,6,Regular gasoline,13.4,9.4,11.6,24.0,275.0
SUBCOMPACT,5.0,8,Premium gasoline,14.4,9.6,12.2,23.0,285.0
MID-SIZE,3.0,6,Premium gasoline,12.6,8.8,10.9,26.0,256.0
SUBCOMPACT,3.0,6,Premium gasoline,12.3,8.5,10.6,27.0,237.0
MID-SIZE,5.6,8,Premium gasoline,14.9,10.3,12.8,22.0,301.0
SUV - STANDARD,3.6,6,Premium gasoline,14.8,10.4,12.8,22.0,300.0
SUV - STANDARD,3.0,6,Diesel,10.3,8.0,9.3,30.0,246.0
MID-SIZE,6.4,8,Premium gasoline,16.7,10.3,13.8,20.0,317.0
SUBCOMPACT,5.0,8,Regular gasoline,15.4,9.4,12.7,22.0,292.0
SUBCOMPACT,2.0,4,Regular gasoline,10.9,7.9,9.6,29.0,225.0
MINIVAN,3.5,6,Regular gasoline,13.0,9.5,11.4,25.0,267.0
SUV - SMALL,2.4,4,Regular gasoline,11.4,8.7,10.2,28.0,235.0
PICKUP TRUCK - STANDARD,5.3,8,Ethanol (E85),19.7,13.9,17.0,17.0,283.0
MID-SIZE,2.0,4,Regular gasoline,11.7,7.6,9.9,29.0,228.0
SUV - STANDARD,3.5,6,Regular gasoline,16.4,12.0,14.4,20.0,331.0
COMPACT,1.5,4,Regular gasoline,4.6,4.9,4.7,60.0,108.0
SUV - SMALL,3.3,6,Regular gasoline,13.2,9.4,11.5,25.0,268.0
STATION WAGON - SMALL,2.0,4,Diesel,7.7,5.7,6.8,42.0,183.0
MID-SIZE,3.0,6,Premium gasoline,13.1,8.8,11.2,25.0,258.0
PICKUP TRUCK - STANDARD,5.0,8,Ethanol (E85),20.3,14.7,17.8,16.0,296.0
PICKUP TRUCK - STANDARD,5.7,8,Regular gasoline,18.0,14.1,16.3,17.0,382.0
PICKUP TRUCK - SMALL,4.0,6,Regular gasoline,15.8,11.5,13.8,20.0,326.0
COMPACT,2.0,4,Premium gasoline,12.0,8.2,10.3,27.0,240.0
TWO-SEATER,2.0,4,Premium gasoline,10.5,8.0,9.4,30.0,219.0
COMPACT,2.0,4,Premium gasoline,9.8,7.7,8.8,32.0,205.0
STATION WAGON - SMALL,1.6,4,Premium gasoline,8.8,7.5,8.2,34.0,194.0
COMPACT,3.5,6,Premium gasoline,12.3,9.1,10.9,26.0,254.0
SUV - SMALL,1.5,4,Regular gasoline,9.8,7.9,8.9,32.0,209.0
SUBCOMPACT,2.0,4,Premium gasoline,10.4,7.6,9.1,31.0,209.0
PICKUP TRUCK - STANDARD,5.3,8,Regular gasoline,15.1,11.4,13.4,21.0,314.0
MID-SIZE,3.6,6,Ethanol (E85),16.5,10.1,13.6,21.0,225.0
SUBCOMPACT,3.0,6,Premium gasoline,12.1,8.4,10.5,27.0,246.0
FULL-SIZE,3.0,6,Premium gasoline,11.5,9.0,10.4,27.0,242.0
VAN - CARGO,0.1414817040689043,14,Regular gasoline,4.092588873503253,14.837233649506317,10.64454354583184,40.514241469882165,483.4384508403678
SUV - SMALL,3.5,6,Premium gasoline,12.6,9.6,11.3,25.0,260.0
SUBCOMPACT,3.0,6,Premium gasoline,13.7,9.1,11.7,24.0,273.0
SUBCOMPACT,3.0,6,Premium gasoline,12.7,8.8,10.9,26.0,255.0
PICKUP TRUCK - STANDARD,3.0,6,Diesel,10.5,7.3,9.0,31.0,243.0
COMPACT,1.6,4,Regular gasoline,7.4,5.9,6.7,42.0,158.0
SUV - SMALL,2.4,4,Regular gasoline,10.4,7.3,9.0,31.0,211.0
PICKUP TRUCK - STANDARD,5.7,8,Regular gasoline,16.2,11.6,14.1,20.0,330.0
SUV - SMALL,3.3,6,Regular gasoline,13.0,9.1,11.2,25.0,258.0
SUV - SMALL,2.4,4,Regular gasoline,10.7,8.2,9.6,29.0,225.0
PICKUP TRUCK - STANDARD,4.3,6,Regular gasoline,13.4,9.9,11.8,24.0,271.0
COMPACT,2.0,4,Ethanol (E85),11.6,8.3,10.1,28.0,162.0
COMPACT,2.0,4,Premium gasoline,11.6,7.7,9.8,29.0,225.0
COMPACT,6.0,12,Premium gasoline,17.6,11.0,14.6,19.0,343.0
MID-SIZE,2.0,4,Regular gasoline,9.8,7.2,8.6,33.0,198.0
SUV - STANDARD,3.6,6,Premium gasoline,13.5,9.7,11.8,24.0,277.0
COMPACT,4.0,8,Premium gasoline,15.1,9.1,12.4,23.0,291.0
SUV - STANDARD,5.6,8,Regular gasoline,17.5,12.8,15.4,18.0,362.0
MID-SIZE,2.0,4,Premium gasoline,10.6,7.4,9.1,31.0,214.0
PICKUP TRUCK - SMALL,2.5,4,Regular gasoline,12.2,9.2,10.9,26.0,254.0
COMPACT,2.0,4,Regular gasoline,10.2,7.2,8.9,32.0,208.0
COMPACT,1.6,4,Regular gasoline,8.8,6.5,7.8,36.0,184.0
MINICOMPACT,3.4,6,Premium gasoline,12.9,9.0,11.1,25.0,255.0
SUV - SMALL,2.0,4,Premium gasoline,11.3,9.1,10.3,27.0,241.0
FULL-SIZE,4.4,8,Premium gasoline,13.8,9.1,11.7,24.0,273.0
SUBCOMPACT,2.0,4,Premium gasoline,10.8,7.8,9.5,30.0,219.0
COMPACT,3.0,6,Premium gasoline,11.1,7.5,9.5,30.0,223.0
SPECIAL PURPOSE VEHICLE,2.0,4,Regular gasoline,10.0,8.5,9.3,30.0,214.0
MID-SIZE,2.7,6,Regular gasoline,13.5,9.0,11.5,25.0,270.0
FULL-SIZE,3.6,6,Regular gasoline,12.5,8.3,10.6,27.0,249.0
SUV - STANDARD,4.0,6,Regular gasoline,14.3,11.9,13.2,21.0,308.0
SUBCOMPACT,4.0,8,Premium gasoline,17.4,10.2,14.2,20.0,332.0
STATION WAGON - SMALL,1.5,4,Regular gasoline,7.6,6.4,7.0,40.0,164.0
MID-SIZE,3.0,6,Premium gasoline,11.8,8.5,10.3,27.0,244.0
SUBCOMPACT,2.0,4,Premium gasoline,10.4,7.7,9.2,31.0,212.0
SUV - SMALL,4.0,6,Regular gasoline,14.3,11.2,12.9,22.0,297.0
SUBCOMPACT,2.5,5,Premium gasoline,12.1,8.4,10.4,27.0,243.0
SUV - STANDARD,3.0,6,Premium gasoline,13.1,10.1,11.7,24.0,276.0
SUV - SMALL,2.4,4,Regular gasoline,12.5,9.4,11.1,25.0,255.0
MID-SIZE,3.5,6,Regular gasoline,11.4,7.7,9.7,29.0,226.0
SUV - SMALL,2.3,4,Regular gasoline,11.1,8.2,9.8,29.0,230.0
FULL-SIZE,6.0,12,Premium gasoline,17.6,10.9,14.6,19.0,349.0
SUV - STANDARD,3.8,6,Regular gasoline,12.3,9.6,11.1,25.0,265.0
SUV - SMALL,3.0,6,Premium gasoline,12.0,8.8,10.6,27.0,246.0
SUV - STANDARD,2.0,4,Premium gasoline,10.6,9.1,10.0,28.0,232.0
PICKUP TRUCK - STANDARD,5.3,8,Regular gasoline,14.7,11.2,13.1,22.0,307.0
MID-SIZE,1.5,4,Regular gasoline,10.0,7.0,8.7,32.0,203.0
PICKUP TRUCK - STANDARD,3.6,6,Ethanol (E85),20.5,14.5,17.8,16.0,285.0
FULL-SIZE,6.4,8,Premium gasoline,15.8,9.6,13.0,22.0,304.0
SUBCOMPACT,4.0,8,Premium gasoline,15.1,9.1,12.4,23.0,291.0
SUBCOMPACT,4.4,8,Premium gasoline,16.1,10.9,13.7,21.0,321.0
MID-SIZE,1.4,4,Regular gasoline,8.5,6.2,7.5,38.0,173.0
COMPACT,3.6,6,Regular gasoline,11.6,7.9,9.9,29.0,233.0
MID-SIZE,3.6,6,Regular gasoline,11.9,8.3,10.3,27.0,241.0
SUBCOMPACT,3.5,6,Premium gasoline,12.1,,10.6,27.0,244.0
SUBCOMPACT,3.0,6,Premium gasoline,12.0,7.9,10.2,28.0,238.0
COMPACT,2.0,4,Regular gasoline,9.8,7.0,8.6,33.0,201.0
MINICOMPACT,3.4,6,Premium gasoline,12.3,8.7,10.7,26.0,246.0
SUV - STANDARD,2.0,4,Regular gasoline,11.0,8.3,9.8,29.0,225.0
COMPACT,2.0,4,Regular gasoline,8.5,6.4,7.6,37.0,175.0
MID-SIZE,3.0,6,Premium gasoline,12.6,8.0,10.5,27.0,247.0
SUV - STANDARD,5.7,8,Regular gasoline,19.0,13.9,16.7,17.0,384.0
MID-SIZE,3.6,6,Premium gasoline,12.4,8.8,10.8,26.0,248.0
MID-SIZE,2.0,4,Regular gasoline,9.9,7.0,8.6,33.0,201.0
SUV - STANDARD,3.0,6,Premium gasoline,14.8,11.4,13.3,21.0,311.0
TWO-SEATER,6.2,8,Premium gasoline,14.2,9.0,11.9,24.0,278.0
PICKUP TRUCK - STANDARD,5.0,8,Regular gasoline,14.4,11.2,13.0,22.0,305.0
MID-SIZE,2.0,4,Premium gasoline,9.2,6.6,8.0,35.0,188.0
MID-SIZE,1.4,4,Regular gasoline,9.1,6.7,8.0,35.0,184.0
PICKUP TRUCK - STANDARD,3.5,6,Regular gasoline,14.0,10.6,12.5,23.0,293.0
COMPACT,3.5,6,Premium gasoline,12.6,9.1,11.0,26.0,253.0
SUV - STANDARD,2.0,4,Regular gasoline,11.9,8.5,10.4,27.0,239.0
COMPACT,5.5,8,Premium gasoline,15.4,11.0,13.4,21.0,308.0
TWO-SEATER,3.8,6,Premium gasoline,15.3,11.2,13.5,21.0,315.0
TWO-SEATER,5.2,10,Premium gasoline,21.1,13.8,17.8,16.0,409.0
MID-SIZE,1.4,4,Regular gasoline,8.4,6.4,7.5,38.0,176.0
SUV - SMALL,2.0,4,Regular gasoline,10.2,8.0,9.3,30.0,218.0
MID-SIZE,2.0,4,Premium gasoline,10.2,7.5,9.0,31.0,211.0
SUV - SMALL,3.5,6,Regular gasoline,12.8,9.3,11.3,25.0,260.0
FULL-SIZE,2.0,4,Regular gasoline,10.4,7.4,9.1,31.0,214.0
MID-SIZE,5.7,8,Regular gasoline,15.6,10.0,13.1,22.0,301.0
SUV - STANDARD,5.6,8,Premium gasoline,16.9,11.9,14.7,19.0,338.0
MID-SIZE,1.8,4,Regular gasoline,8.8,6.6,7.8,36.0,183.0
SUV - STANDARD,5.3,8,Regular gasoline,15.4,10.8,13.3,21.0,306.0
SUV - STANDARD,4.8,8,Premium gasoline,16.3,11.0,13.9,20.0,326.0
TWO-SEATER,4.0,8,Premium gasoline,15.2,11.4,13.5,21.0,315.0
SUV - STANDARD,4.4,8,Premium gasoline,15.5,11.4,13.6,21.0,318.0
PICKUP TRUCK - SMALL,4.0,6,Regular gasoline,14.8,11.0,13.1,22.0,301.0
SUBCOMPACT,2.0,4,Premium gasoline,10.3,7.4,9.0,31.0,210.0
SUV - SMALL,3.3,6,Regular gasoline,13.2,9.3,11.4,25.0,270.0
PICKUP TRUCK - STANDARD,3.5,6,Ethanol (E85),19.1,14.3,16.9,17.0,278.0
SUV - SMALL,2.0,4,Premium gasoline,11.2,8.9,10.2,28.0,238.0
PICKUP TRUCK - STANDARD,3.5,6,Ethanol (E85),19.0,14.3,16.9,17.0,281.0
MID-SIZE,3.0,6,Premium gasoline,13.1,8.5,11.0,26.0,253.0
STATION WAGON - MID-SIZE,2.0,4,Regular gasoline,10.6,7.6,9.3,30.0,214.0
COMPACT,4.4,8,Premium gasoline,17.3,11.5,14.7,19.0,338.0
SUV - STANDARD,3.0,6,Diesel,10.6,8.1,9.4,30.0,254.0
FULL-SIZE,3.7,6,Regular gasoline,14.2,9.8,12.2,23.0,287.0
STATION WAGON - SMALL,2.0,4,Diesel,8.1,6.4,7.4,38.0,198.0
MID-SIZE,3.0,6,Premium gasoline,12.0,8.4,10.4,27.0,243.0
MID-SIZE,3.6,6,Regular gasoline,11.2,7.5,9.5,30.0,224.0
COMPACT,6.8506536753465825,5,Diesel,10.300467157737373,13.798118629596724,23.910798573033333,43.712001528626416,197.11945599026558
COMPACT,2.0,4,Regular gasoline,9.6,7.3,8.6,33.0,203.0
MID-SIZE,3.0,6,Premium gasoline,11.9,8.3,10.3,27.0,241.0
SUV - SMALL,2.4,4,Regular gasoline,10.1,7.6,9.0,31.0,214.0
SUV - STANDARD,4.6,8,Premium gasoline,16.2,12.3,14.5,19.0,337.0
PICKUP TRUCK - STANDARD,5.0,8,Ethanol (E85),22.4,16.9,19.9,14.0,318.0
TWO-SEATER,4.0,8,Premium gasoline,15.3,11.4,13.5,21.0,315.0
STATION WAGON - MID-SIZE,6.7,12,Premium gasoline,20.1,12.1,16.5,17.0,386.0
SUBCOMPACT,1.6,4,Regular gasoline,9.2,7.4,8.4,34.0,196.0
COMPACT,2.0,4,Ethanol (E85),11.7,8.5,10.3,27.0,165.0
SUBCOMPACT,2.0,4,Premium gasoline,9.8,6.8,8.4,34.0,197.0
COMPACT,2.0,4,Regular gasoline,10.2,7.4,8.9,32.0,205.0
SUBCOMPACT,2.0,4,Premium gasoline,10.3,8.1,9.3,30.0,214.0
COMPACT,4.0,8,Premium gasoline,13.6,8.8,11.4,25.0,269.0
FULL-SIZE,3.8,6,Regular gasoline,13.9,9.2,11.8,24.0,278.0
PICKUP TRUCK - SMALL,2.7,4,Regular gasoline,12.7,10.6,11.7,24.0,274.0
SUV - SMALL,2.0,4,Regular gasoline,12.3,9.8,11.2,25.0,262.0
COMPACT,2.0,4,Regular gasoline,10.0,7.4,8.8,32.0,206.0
PICKUP TRUCK - STANDARD,3.0,6,Diesel,12.1,8.8,10.6,27.0,286.0
STATION WAGON - SMALL,1.5,4,Regular gasoline,7.0,5.9,6.5,43.0,154.0
SUV - SMALL,3.5,6,Regular gasoline,12.6,8.7,10.8,26.0,248.0
VAN - CARGO,5.3,8,Ethanol (E85),23.9,18.5,21.5,13.0,344.0
MID-SIZE,,3,Premium gasoline,9.4,7.0,8.3,34.0,195.0
SUV - SMALL,3.6,6,Ethanol (E85),18.9,12.9,16.2,17.0,270.0
SUV - SMALL,1.5,4,Regular gasoline,8.3,7.0,7.7,37.0,180.0
SUV - SMALL,3.5,6,Regular gasoline,13.3,9.8,11.7,24.0,269.0
SUV - SMALL,3.6,6,Regular gasoline,14.2,9.5,12.1,23.0,284.0
FULL-SIZE,3.6,6,Regular gasoline,12.4,7.8,10.3,27.0,242.0
COMPACT,1.6,4,Regular gasoline,8.3,6.5,7.5,38.0,177.0
COMPACT,6.0,12,Premium gasoline,18.7,11.6,15.5,18.0,365.0
SUV - SMALL,2.0,4,Regular gasoline,9.9,7.5,8.8,32.0,202.0
MID-SIZE,2.4,4,Regular gasoline,10.2,6.9,8.7,32.0,200.0
SUV - STANDARD,4.4,8,Premium gasoline,15.4,11.2,13.5,21.0,317.0
SUV - SMALL,3.6,6,Regular gasoline,12.0,8.6,10.5,27.0,246.0
MINICOMPACT,3.0,6,Premium gasoline,12.7,9.0,11.0,26.0,258.0
MID-SIZE,3.6,6,Regular gasoline,12.1,8.6,10.5,27.0,247.0
MID-SIZE,3.0,6,Premium gasoline,12.6,8.0,10.5,27.0,242.0
SUV - SMALL,5.0,8,Premium gasoline,16.6,11.9,14.5,19.0,334.0
SUV - STANDARD,5.3,8,Regular gasoline,15.7,10.5,13.4,21.0,314.0
SUV - SMALL,3.6,6,Regular gasoline,14.5,9.9,12.4,23.0,292.0
PICKUP TRUCK - SMALL,2.5,4,Regular gasoline,12.6,9.8,11.3,25.0,266.0
SUV - STANDARD,3.0,6,Premium gasoline,11.8,9.9,10.9,26.0,251.0
SUV - STANDARD,2.5,4,Regular gasoline,8.9,8.4,8.7,32.0,200.0
COMPACT,2.4,4,Regular gasoline,10.2,7.8,9.1,31.0,210.0
MINICOMPACT,3.8,6,Premium gasoline,11.9,8.7,10.5,27.0,245.0
TWO-SEATER,3.0,6,Premium gasoline,11.9,8.5,10.4,27.0,242.0
SUV - SMALL,2.5,4,Regular gasoline,10.6,8.4,9.6,29.0,221.0
SUV - STANDARD,5.7,8,Regular gasoline,18.8,14.0,16.6,17.0,382.0
MID-SIZE,3.5,6,Regular gasoline,11.0,7.8,9.6,29.0,224.0
SUV - STANDARD,3.0,6,Premium gasoline,13.3,10.4,12.0,24.0,282.0
COMPACT,3.0,6,Premium gasoline,13.4,9.6,11.7,24.0,273.0
FULL-SIZE,4.8,8,Premium gasoline,15.1,9.7,12.7,22.0,298.0
